account_id,display_name,email,account_status,app_role,privileged,created_date,last_login_date
RASHIDA.POLAT,Rashida Polat,Rashida.Polat@BiTermTest.com,Enabled,Power User,No,2017-04-03,2026-07-12
KAVITA.AKSOY,Kavita Aksoy,Kavita.Aksoy@BiTermTest.com,Enabled,Power User,No,2021-07-26,2026-06-27
XIMENA.IYER,Ximena Iyer,Ximena.Iyer@BiTermTest.com,Enabled,Standard User,No,2017-02-13,2026-07-15
ENOWAK,Eshan Nowak,Eshan.Nowak@BiTermTest.com,Enabled,Power User,No,1998-06-29,2026-07-17
NOWUSU,Niamh Owusu,Niamh.Owusu@BiTermTest.com,Enabled,Power User,No,1993-12-01,2026-06-13
LFOFANA,Lars Fofana,Lars.Fofana@BiTermTest.com,Enabled,Standard User,No,1993-10-18,2026-07-22
DMULDER,Deniz Mulder,Deniz.Mulder@BiTermTest.com,Enabled,Read Only,No,1987-09-23,2026-07-17
VASIL.AMARI,Vasil Amari,Vasil.Amari@BiTermTest.com,Enabled,Read Only,No,2020-07-20,2026-06-16
MAHMOUD.ENGSTROM,Mahmoud Engstrom,Mahmoud.Engstrom@BiTermTest.com,Enabled,Standard User,No,2020-07-13,2026-07-20
THAO.NOWAK,Thao Nowak,Thao.Nowak@BiTermTest.com,Enabled,Read Only,No,2021-06-14,2026-06-16
INES.DEKKER,Ines Dekker,Ines.Dekker@BiTermTest.com,Enabled,Standard User,No,2019-09-23,2026-07-08
YARETZI.KOZLOWSKI,Yaretzi Kozlowski,Yaretzi.Kozlowski@BiTermTest.com,Enabled,Standard User,No,2019-08-26,2026-07-14
YARETZI.HWANG,Yaretzi Hwang,Yaretzi.Hwang@BiTermTest.com,Enabled,Read Only,No,2019-08-12,2026-07-08
BJORN.MENSAH,Bjorn Mensah,Bjorn.Mensah@BiTermTest.com,Enabled,Power User,No,2012-06-18,2026-07-22
ASOKOLOV,Anouk Sokolov,Anouk.Sokolov@BiTermTest.com,Enabled,Standard User,No,2012-06-11,2026-06-26
KRICCI,Katya Ricci,Katya.Ricci@BiTermTest.com,Enabled,Administrator,Yes,2012-05-14,2026-06-10
JAZEVEDO,Jing Azevedo,Jing.Azevedo@BiTermTest.com,Enabled,Standard User,No,2012-02-27,2026-06-15
HBARAKA,Hana Baraka,Hana.Baraka@BiTermTest.com,Enabled,Standard User,No,2011-09-26,2026-06-30
AKOCAK,Anika Kocak,Anika.Kocak@BiTermTest.com,Enabled,Power User,No,2011-09-19,2026-07-04
ZAHRA.BALOGUN,Zahra Balogun,Zahra.Balogun@BiTermTest.com,Enabled,Standard User,No,2011-03-28,2026-07-11
BLEWANDOWSKI,Bogdan Lewandowski,Bogdan.Lewandowski@BiTermTest.com,Enabled,Standard User,No,2010-10-25,2026-06-08
DFERREIRA,Daan Ferreira,Daan.Ferreira@BiTermTest.com,Enabled,Standard User,No,2010-09-20,2026-06-26
MTESFAYE,Mahmoud Tesfaye,Mahmoud.Tesfaye@BiTermTest.com,Enabled,Standard User,No,2010-04-12,2026-07-20
OIHANE.LAI,Oihane Lai,Oihane.Lai@BiTermTest.com,Enabled,Standard User,No,2017-02-01,2026-07-21
LAN.GRECO,Lan Greco,Lan.Greco@BiTermTest.com,Enabled,Standard User,No,2016-12-05,2026-06-25
ILYA.LEMMA,Ilya Lemma,Ilya.Lemma@BiTermTest.com,Enabled,Standard User,No,2016-10-03,2026-06-22
MARTA.CARDOSO,Marta Cardoso,Marta.Cardoso@BiTermTest.com,Enabled,Standard User,No,2016-08-22,2026-06-22
KOFI.KEBEDE,Kofi Kebede,Kofi.Kebede@BiTermTest.com,Enabled,Standard User,No,2016-08-22,2026-07-17
FEMI.MENON,Femi Menon,Femi.Menon@BiTermTest.com,Disabled,Standard User,No,2016-05-16,2026-06-25
NAOKO.OKONKWO,Naoko Okonkwo,Naoko.Okonkwo@BiTermTest.com,Enabled,Standard User,No,2016-05-16,2026-06-15
HARUTO.FUJIMOTO,Haruto Fujimoto,Haruto.Fujimoto@BiTermTest.com,Enabled,Standard User,No,2016-05-09,2026-07-06
XIMENA.ISHIKAWA,Ximena Ishikawa,Ximena.Ishikawa@BiTermTest.com,Enabled,Standard User,No,2016-02-29,2026-06-25
NAYELI.WISNIEWSKI,Nayeli Wisniewski,Nayeli.Wisniewski@BiTermTest.com,Enabled,Standard User,No,2021-05-24,2026-07-14
ILYA.UCHIDA,Ilya Uchida,Ilya.Uchida@BiTermTest.com,Enabled,Read Only,No,2021-03-29,2026-07-07
ITZEL.MAALOUF,Itzel Maalouf,Itzel.Maalouf@BiTermTest.com,Enabled,Standard User,No,2014-10-13,2026-07-17
PRIYA.BEKELE,Priya Bekele,Priya.Bekele@BiTermTest.com,Enabled,Read Only,No,2014-10-13,2026-06-19
NALEDI.FUJIMOTO,Naledi Fujimoto,Naledi.Fujimoto@BiTermTest.com,Enabled,Standard User,No,2014-10-13,2026-07-05
SIOBHAN.KIRIGAYA,Siobhan Kirigaya,Siobhan.Kirigaya@BiTermTest.com,Enabled,Standard User,No,2014-08-25,2026-06-14
DMULDER,Daan Mulder,Daan.Mulder@BiTermTest.com,Enabled,Read Only,No,2006-07-17,2026-07-17
DKIRIGAYA,Diego Kirigaya,Diego.Kirigaya@BiTermTest.com,Enabled,Standard User,No,2006-07-10,2026-06-10
AALMEIDA,Anouk Almeida,Anouk.Almeida@BiTermTest.com,Enabled,Standard User,No,2006-03-13,2026-07-19
TVELLA,Tenoch Vella,Tenoch.Vella@BiTermTest.com,Enabled,Standard User,No,2005-12-05,2026-06-15
BCARVALHO,Bjorn Carvalho,Bjorn.Carvalho@BiTermTest.com,Enabled,Standard User,No,2005-06-06,2026-06-11
ZDESTA,Zahra Desta,Zahra.Desta@BiTermTest.com,Enabled,Standard User,No,2004-12-01,2026-06-29
VJOVANOVIC,Valentina Jovanovic,Valentina.Jovanovic@BiTermTest.com,Enabled,Standard User,No,2004-09-27,2026-06-16
JANUSZ.BALOGUN,Janusz Balogun,Janusz.Balogun@BiTermTest.com,Enabled,Read Only,No,2021-09-27,2026-07-03
KZIELINSKI,Kenji Zielinski,Kenji.Zielinski@BiTermTest.com,Enabled,Standard User,No,2004-04-01,2026-06-27
ANWAR.ZIELINSKI,Anwar Zielinski,Anwar.Zielinski@BiTermTest.com,Enabled,Standard User,No,2003-03-31,2026-06-24
TGALLO,Teodora Gallo,Teodora.Gallo@BiTermTest.com,Enabled,Read Only,No,2001-01-29,2026-07-11
RAVI.OZTURK,Ravi Ozturk,Ravi.Ozturk@BiTermTest.com,Enabled,Read Only,No,2018-08-06,2026-06-09
AMAIA.OWUSU,Amaia Owusu,Amaia.Owusu@BiTermTest.com,Enabled,Standard User,No,2018-07-02,2026-07-04
LORENZO.DESHPANDE,Lorenzo Deshpande,Lorenzo.Deshpande@BiTermTest.com,Enabled,Standard User,No,2020-11-30,2026-06-16
BASIM.UCHIDA,Basim Uchida,Basim.Uchida@BiTermTest.com,Enabled,Power User,No,2020-10-26,2026-07-09
DECLAN.PETROVIC,Declan Petrovic,Declan.Petrovic@BiTermTest.com,Enabled,Power User,No,2018-04-30,2026-06-23
BARAN.DESTA,Baran Desta,Baran.Desta@BiTermTest.com,Disabled,Standard User,No,2018-03-19,2026-06-29
THABO.ADEYEMI,Thabo Adeyemi,Thabo.Adeyemi@BiTermTest.com,Enabled,Standard User,No,2017-12-13,2026-06-09
LMEIJER,Lotte Meijer,Lotte.Meijer@BiTermTest.com,Enabled,Standard User,No,2000-07-31,2026-06-19
EAMON.BOSMAN,Eamon Bosman,Eamon.Bosman@BiTermTest.com,Enabled,Standard User,No,2019-07-08,2026-07-06
ADAEZE.SEO,Adaeze Seo,Adaeze.Seo@BiTermTest.com,Enabled,Administrator,Yes,2019-06-17,2026-07-14
SEDA.UCHIDA,Seda Uchida,Seda.Uchida@BiTermTest.com,Enabled,Standard User,No,2019-05-13,2026-07-12
FENG.FERREIRA,Feng Ferreira,Feng.Ferreira@BiTermTest.com,Enabled,Standard User,No,2019-05-06,2026-06-09
AOIFE.BAE,Aoife Bae,Aoife.Bae@BiTermTest.com,Enabled,Administrator,Yes,2019-04-15,2026-07-03
LARS.AZEVEDO,Lars Azevedo,Lars.Azevedo@BiTermTest.com,Enabled,Standard User,No,2019-02-25,2026-06-22
VOLKAN.ESPOSITO,Volkan Esposito,Volkan.Esposito@BiTermTest.com,Enabled,Power User,No,2019-02-25,2026-07-20
THAO.GHANEM,Thao Ghanem,Thao.Ghanem@BiTermTest.com,Enabled,Read Only,No,2020-03-16,2026-06-10
DENIZ.BARONE,Deniz Barone,Deniz.Barone@BiTermTest.com,Enabled,Standard User,No,2020-03-16,2026-06-23
WAFA.FORSBERG,Wafa Forsberg,Wafa.Forsberg@BiTermTest.com,Enabled,Standard User,No,2020-02-24,2026-06-09
INGRID.DUONG,Ingrid Duong,Ingrid.Duong@BiTermTest.com,Enabled,Read Only,No,2021-03-16,2026-06-17
AYLIN.KILIC,Aylin Kilic,Aylin.Kilic@BiTermTest.com,Enabled,Standard User,No,2021-03-16,2026-07-16
BARAN.CARVALHO,Baran Carvalho,Baran.Carvalho@BiTermTest.com,Enabled,Read Only,No,2021-03-08,2026-06-17
TRUNG.POLAT,Trung Polat,Trung.Polat@BiTermTest.com,Enabled,Standard User,No,2015-12-09,2026-06-26
CUAUHTEMOC.EZEANI,Cuauhtemoc Ezeani,Cuauhtemoc.Ezeani@BiTermTest.com,Enabled,Standard User,No,2015-11-02,2026-07-03
AYLIN.BALOGUN,Aylin Balogun,Aylin.Balogun@BiTermTest.com,Enabled,Power User,No,2015-10-05,2026-06-25
INGRID.UCHIDA,Ingrid Uchida,Ingrid.Uchida@BiTermTest.com,Enabled,Standard User,No,2015-07-20,2026-07-19
MAITE.MARINO,Maite Marino,Maite.Marino@BiTermTest.com,Enabled,Standard User,No,2015-06-22,2026-07-10
DMITRI.AKSOY,Dmitri Aksoy,Dmitri.Aksoy@BiTermTest.com,Enabled,Read Only,No,2015-04-13,2026-07-03
NAOKO.SLEIMAN,Naoko Sleiman,Naoko.Sleiman@BiTermTest.com,Enabled,Standard User,No,2015-02-23,2026-06-08
HROSSI,Hui Rossi,Hui.Rossi@BiTermTest.com,Enabled,Standard User,No,2010-02-08,2026-06-19
LARSLAN,Leila Arslan,Leila.Arslan@BiTermTest.com,Enabled,Standard User,No,2009-04-13,2026-07-10
AOWUSU,Amaia Owusu,Amaia.Owusu@BiTermTest.com,Enabled,Standard User,No,2009-01-26,2026-06-09
HNOVAK,Hui Novak,Hui.Novak@BiTermTest.com,Enabled,Standard User,No,2008-12-01,2026-06-19
FBABIC,Firuza Babic,Firuza.Babic@BiTermTest.com,Enabled,Standard User,No,2008-12-01,2026-07-20
WPIOTROWSKI,Willem Piotrowski,Willem.Piotrowski@BiTermTest.com,Enabled,Standard User,No,2008-09-02,2026-07-02
TIYER,Teodora Iyer,Teodora.Iyer@BiTermTest.com,Enabled,Standard User,No,2008-09-02,2026-07-19
DGHANEM,Dghanem2 User,DGhanem2@BiTermTest.com,Enabled,Standard User,No,2008-07-28,2026-06-08
DVARMA,Declan Varma,Declan.Varma@BiTermTest.com,Enabled,Administrator,Yes,2008-07-28,2026-07-03
SLUNDGREN,Sanjay Lundgren,Sanjay.Lundgren@BiTermTest.com,Enabled,Standard User,No,2008-05-12,2026-07-06
TARIQ.MATSUDA,Tariq Matsuda,Tariq.Matsuda@BiTermTest.com,Enabled,Standard User,No,2008-01-28,2026-07-10
DENIZ.KURODA,Deniz Kuroda,Deniz.Kuroda@BiTermTest.com,Enabled,Standard User,No,2023-11-14,2026-06-22
MAITE.DAHLBERG,Maite Dahlberg,Maite.Dahlberg@BiTermTest.com,Enabled,Standard User,No,2023-11-14,2026-06-29
CHIDI.CHUKWU,Chidi Chukwu,Chidi.Chukwu@BiTermTest.com,Enabled,Standard User,No,2007-08-30,2026-07-17
CKAPOOR,Cuauhtemoc Kapoor,Cuauhtemoc.Kapoor@BiTermTest.com,Enabled,Read Only,No,2007-06-04,2026-06-08
QMULDER,Quang Mulder,Quang.Mulder@BiTermTest.com,Enabled,Standard User,No,2007-04-30,2026-06-13
TATTARD,Tao Attard,Tao.Attard@BiTermTest.com,Enabled,Standard User,No,2007-01-29,2026-06-22
ESHAN.FOFANA,Eshan Fofana,Eshan.Fofana@BiTermTest.com,Enabled,Standard User,No,2019-01-07,2026-07-03
SEDA.KILIC,Seda Kilic,Seda.Kilic@BiTermTest.com,Enabled,Read Only,No,2018-11-26,2026-06-20
TOMASZ.MALHOTRA,Tomasz Malhotra,Tomasz.Malhotra@BiTermTest.com,Enabled,Standard User,No,2018-11-26,2026-06-15
YARETZI.MEKONNEN,Yaretzi Mekonnen,Yaretzi.Mekonnen@BiTermTest.com,Enabled,Standard User,No,2020-01-20,2026-07-06
WILLEM.ROSSI,Willem Rossi,Willem.Rossi@BiTermTest.com,Enabled,Standard User,No,2020-01-20,2026-07-03
EAMON.CHATTERJEE,Eamon Chatterjee,Eamon.Chatterjee@BiTermTest.com,Enabled,Standard User,No,2020-01-06,2026-06-14
PADRAIG.WOJCIK,Padraig Wojcik,Padraig.Wojcik@BiTermTest.com,Enabled,Standard User,No,2022-01-10,2026-06-14
MATEO.OBIORA,Mateo Obiora,Mateo.Obiora@BiTermTest.com,Enabled,Standard User,No,2020-12-28,2026-06-25
ZOFIA.OLIVEIRA,Zofia Oliveira,Zofia.Oliveira@BiTermTest.com,Enabled,Power User,No,2015-01-05,2026-07-03
FEMKE.AZEVEDO,Femke Azevedo,Femke.Azevedo@BiTermTest.com,Enabled,Standard User,No,2015-01-01,2026-07-17
NEREA.EZEANI,Nerea Ezeani,Nerea.Ezeani@BiTermTest.com,Enabled,Read Only,No,2015-01-01,2026-07-07
PARVIN.TRUONG,Parvin Truong,Parvin.Truong@BiTermTest.com,Enabled,Read Only,No,2015-01-01,2026-06-15
THIAGO.BARAKA,Thiago Baraka,Thiago.Baraka@BiTermTest.com,Enabled,Standard User,No,2015-01-01,2026-02-05
Baran.Mazur,Baran Mazur,baran.mazur@bitermtest.com,Enabled,Standard User,No,2022-12-13,2024-05-25
RASHIDA.GUPTA,Rashida Gupta,rashida.gupta@bitermtest.com,Enabled,Standard User,No,2023-10-01,2025-02-21
ANWAR.SALIBA,Anwar Saliba,,Enabled,Power User,No,2023-06-28,2025-07-20
Agnieszka.Vuong,Agnieszka Vuong,,Enabled,Service Account,Yes,2022-12-07,2024-02-10
ZOFIA.JOSHI,Zofia Joshi,,Enabled,Service Account,Yes,2023-11-23,2026-05-03
ILYA.HADDAD,Ilya Haddad,,Enabled,Standard User,No,2022-01-19,2024-09-09
SOREN.MOROZOV,Soren Morozov,soren.morozov@bitermtest.com,Enabled,Standard User,No,2023-03-09,2026-05-14
Marisol.Axelsson,Marisol Axelsson,marisol.axelsson@bitermtest.com,Enabled,Service Account,Yes,2021-12-04,2024-06-21
BRAM.ARSLAN,Bram Arslan,,Enabled,Standard User,No,2023-07-07,2025-12-08
Eneko.Sowande,Eneko Sowande,,Enabled,Power User,No,2022-08-14,2026-02-10
UMAR.BOSMAN,Umar Bosman,umar.bosman@bitermtest.com,Enabled,Standard User,No,2022-01-07,2026-01-12
INGRID.TOURE,Ingrid Toure,ingrid.toure@bitermtest.com,Enabled,Service Account,Yes,2022-02-02,2024-07-08
NAOKO.BALOGUN,Naoko Balogun,,Enabled,Service Account,Yes,2022-11-21,2025-03-18
