employee_id,first_name,last_name,upn,business_email,employment_status,worker_type,hire_date,termination_date,job_title,department,country,manager_upn
73015172,Ainhoa,Wojcik,Ainhoa.Wojcik@BiTermTest.com,Ainhoa.Wojcik@BiTermTest.com,Active,Employee,2021-05-24,,Account Support Lead,Customer Service,United States,Eshan.Farrugia@BiTermTest.com
28307,Alessandro,Bae,Alessandro.Bae@BiTermTest.com,Alessandro.Bae@BiTermTest.com,Active,Employee,2016-08-22,,Physical Security Officer,Security,United States,Unai.Nassar@BiTermTest.com
73053484,Alessandro,Chukwu,Alessandro.Chukwu@BiTermTest.com,Alessandro.Chukwu@BiTermTest.com,Active,Employee,2025-08-25,2027-12-31,Customer Care Associate,Customer Service,United States,Beatriz.Haile@BiTermTest.com
21616,Alessandro,Dang,Alessandro.Dang@BiTermTest.com,Alessandro.Dang@BiTermTest.com,Active,Contractor,2011-03-14,,Fleet Planner,Fleet,United States,Teodora.Jankowski@BiTermTest.com
73032227,Alessandro,Engstrom,Alessandro.Engstrom@BiTermTest.com,Alessandro.Engstrom@BiTermTest.com,Active,Employee,2022-12-19,,Customer Security Representative II CDL,Customer Service,Canada,Itzel.Piotrowski@BiTermTest.com
36693,Alessandro,Fakhoury,Alessandro.Fakhoury@BiTermTest.com,Alessandro.Fakhoury@BiTermTest.com,Active,Contractor,2018-06-01,,Benefits Analyst,Human Resources,Canada,Mahmoud.Tesfaye@BiTermTest.com
10004870,Alessandro,Haddad,Alessandro.Haddad@BiTermTest.com,Alessandro.Haddad@BiTermTest.com,Active,Employee,2006-02-24,,Recruiter,Human Resources,Canada,Nemanja.Duong@BiTermTest.com
14317,Alessandro,Takahashi,Alessandro.Takahashi@BiTermTest.com,Alessandro.Takahashi@BiTermTest.com,Active,Employee,2015-01-01,,Platform Administrator,IT,United States,Roisin.Hoshino@BiTermTest.com
13471,Alessandro,Vandenberg,Alessandro.Vandenberg@BiTermTest.com,Alessandro.Vandenberg@BiTermTest.com,Active,Employee,2015-01-01,,Fleet Maintenance Technician,Fleet,United States,Aoife.Bosman@BiTermTest.com
73041109,Amaia,Dang,Amaia.Dang@BiTermTest.com,Amaia.Dang@BiTermTest.com,Active,Employee,2024-01-02,,Physical Security Officer,Security,Canada,Parvin.Mekonnen@BiTermTest.com
73015700,Amaia,Diallo,Amaia.Diallo@BiTermTest.com,Amaia.Diallo@BiTermTest.com,Active,Employee,2021-06-07,,Security Analyst,Security,United States,Gita.Meijer@BiTermTest.com
73033925,Amaia,Fonseca,Amaia.Fonseca@BiTermTest.com,Amaia.Fonseca@BiTermTest.com,Active,Employee,2023-01-30,,Route Driver,Fleet,United States,Willem.Kuroda@BiTermTest.com
73021461,Amaia,Hendriks,Amaia.Hendriks@BiTermTest.com,Amaia.Hendriks@BiTermTest.com,Active,Contractor,2021-10-25,,Fleet Maintenance Technician,Fleet,United States,Hui.Amari@BiTermTest.com
10631,Amaia,Jankowski,Amaia.Jankowski@BiTermTest.com,Amaia.Jankowski@BiTermTest.com,Active,Employee,2010-08-30,,Physical Security Officer,Security,United States,Ilya.Wozniak@BiTermTest.com
73006563,Amaia,Kowalski,Amaia.Kowalski@BiTermTest.com,Amaia.Kowalski@BiTermTest.com,Active,Employee,2020-08-31,,HR Business Partner,Human Resources,United States,Cuauhtemoc.Kapoor@BiTermTest.com
18931,Amaia,Lindqvist,Amaia.Lindqvist@BiTermTest.com,Amaia.Lindqvist@BiTermTest.com,Active,Employee,2016-05-30,,Fleet Planner,Fleet,United States,Teodora.Jankowski@BiTermTest.com
10003122,Amaia,Mekonnen,Amaia.Mekonnen@BiTermTest.com,Amaia.Mekonnen@BiTermTest.com,Active,Employee,2014-10-13,,GRC Analyst,Security,United States,Anwar.Fedorov@BiTermTest.com
13733,Amaia,Mulder,Amaia.Mulder@BiTermTest.com,Amaia.Mulder@BiTermTest.com,Active,Employee,2015-01-01,,Fleet Planner,Fleet,Canada,Jeroen.Petrovic@BiTermTest.com
19554,Amaia,Ohtani,Amaia.Ohtani@BiTermTest.com,Amaia.Ohtani@BiTermTest.com,Active,Employee,2001-01-29,,Sales Operations Analyst,Sales,Canada,Niamh.Rahal@BiTermTest.com
25602,Amaia,Owusu,Amaia.Owusu@BiTermTest.com,Amaia.Owusu@BiTermTest.com,Active,Employee,2009-01-26,,Route Driver,Fleet,United States,Gorka.Celik@BiTermTest.com
10002518,Amaia,Polat,Amaia.Polat@BiTermTest.com,Amaia.Polat@BiTermTest.com,Active,Employee,2013-09-02,,Route Driver,Fleet,United States,Teodora.Jankowski@BiTermTest.com
73050411,Amaia,Rossi,Amaia.Rossi@BiTermTest.com,Amaia.Rossi@BiTermTest.com,Active,Employee,2025-02-06,,Security Analyst,Security,United States,Zainab.Holmgren@BiTermTest.com
23607,Amaia,Trivedi,Amaia.Trivedi@BiTermTest.com,Amaia.Trivedi@BiTermTest.com,Active,Employee,2016-01-25,,Customer Care Associate,Customer Service,Canada,Willem.Chopra@BiTermTest.com
26194,Amaia,Varma,Amaia.Varma@BiTermTest.com,Amaia.Varma@BiTermTest.com,Active,Employee,2015-03-02,,Account Executive,Sales,United States,Matteo.Malhotra@BiTermTest.com
149,Amaia,Watanabe,Amaia.Watanabe@BiTermTest.com,Amaia.Watanabe@BiTermTest.com,Active,Employee,2001-10-12,,Accounts Payable Clerk,Finance,United States,Fernanda.Rahal@BiTermTest.com
10003591,Amaia,Yilmaz,Amaia.Yilmaz@BiTermTest.com,Amaia.Yilmaz@BiTermTest.com,Active,Employee,2012-12-17,,Security Analyst,Security,United States,Jisoo.Menon@BiTermTest.com
27637,Amara,Esposito,Amara.Esposito@BiTermTest.com,Amara.Esposito@BiTermTest.com,Active,Employee,2003-01-01,,Route Driver,Fleet,United States,Tariq.Zammit@BiTermTest.com
31387,Amara,Fedorov,Amara.Fedorov@BiTermTest.com,Amara.Fedorov@BiTermTest.com,Active,Contractor,2017-05-01,,GRC Analyst,Security,United States,Eneko.Zielinski@BiTermTest.com
21722,Amara,Grech,Amara.Grech@BiTermTest.com,Amara.Grech@BiTermTest.com,Active,Employee,2011-09-19,,Customer Care Associate,Customer Service,United States,Eshan.Farrugia@BiTermTest.com
20003201,Amara,Kocak,Amara.Kocak@BiTermTest.com,Amara.Kocak@BiTermTest.com,Active,Employee,2021-12-17,,Platform Administrator,IT,United States,Katya.Horvat@BiTermTest.com
73043876,Amara,Malhotra,Amara.Malhotra@BiTermTest.com,Amara.Malhotra@BiTermTest.com,Active,Employee,2024-03-28,2026-12-31,Systems Engineer,IT,United States,Deniz.Mulder@BiTermTest.com
73018413,Amara,Markovic,Amara.Markovic@BiTermTest.com,Amara.Markovic@BiTermTest.com,Terminated,Contractor,2021-07-20,2026-03-23,Sales Operations Analyst,Sales,United States,Elif.Jankowski@BiTermTest.com
13358,Amara,Ohtani,Amara.Ohtani@BiTermTest.com,Amara.Ohtani@BiTermTest.com,Active,Employee,2015-01-01,,Operations Analyst,Operations,United States,Firuza.Bekele@BiTermTest.com
26628,Amara,Orlov,Amara.Orlov@BiTermTest.com,Amara.Orlov@BiTermTest.com,Active,Employee,2013-12-02,,Security Analyst,Security,United States,Chidi.Chopra@BiTermTest.com
25220,Amara,Rahal,Amara.Rahal@BiTermTest.com,Amara.Rahal@BiTermTest.com,Active,Employee,2013-11-25,,Fleet Planner,Fleet,Canada,Teodora.Jankowski@BiTermTest.com
18345,Amara,Sakamoto,Amara.Sakamoto@BiTermTest.com,Amara.Sakamoto@BiTermTest.com,Active,Employee,1987-09-23,,Site Coordinator,Operations,United States,Priya.Ribeiro@BiTermTest.com
40261,Amara,Sleiman,Amara.Sleiman@BiTermTest.com,Amara.Sleiman@BiTermTest.com,Active,Employee,2019-06-10,,Fleet Maintenance Technician,Fleet,United States,Gorka.Celik@BiTermTest.com
73012818,Amara,Teixeira,Amara.Teixeira@BiTermTest.com,Amara.Teixeira@BiTermTest.com,Active,Employee,2021-03-08,,Benefits Analyst,Human Resources,United States,Rashida.Jankowski@BiTermTest.com
73022005,Amina,Boateng,Amina.Boateng@BiTermTest.com,Amina.Boateng@BiTermTest.com,Active,Employee,2021-11-08,,Service Desk Analyst,IT,United States,Emre.Kobayashi@BiTermTest.com
23780,Amina,Carvalho,Amina.Carvalho@BiTermTest.com,Amina.Carvalho@BiTermTest.com,Active,Employee,2011-05-09,,Account Executive,Sales,United States,Ilya.Meijer@BiTermTest.com
31256,Amina,Fedorov,Amina.Fedorov@BiTermTest.com,Amina.Fedorov@BiTermTest.com,Active,Employee,2017-04-24,,Customer Security Representative II CDL,Customer Service,United States,Tomasz.Ozturk@BiTermTest.com
73039372,Amina,Ferrari,Amina.Ferrari@BiTermTest.com,Amina.Ferrari@BiTermTest.com,Active,Employee,2023-08-25,2026-12-31,Benefits Analyst,Human Resources,United States,Xochitl.Wojcik@BiTermTest.com
13552,Amina,Forsberg,Amina.Forsberg@BiTermTest.com,Amina.Forsberg@BiTermTest.com,Terminated,Employee,2015-01-01,2026-03-23,Recruiter,Human Resources,Canada,Rashida.Jankowski@BiTermTest.com
24545,Amina,Kilic,Amina.Kilic@BiTermTest.com,Amina.Kilic@BiTermTest.com,Active,Contractor,2014-04-14,,Recruiter,Human Resources,United States,Cuauhtemoc.Kapoor@BiTermTest.com
27413,Amina,Lindqvist,Amina.Lindqvist@BiTermTest.com,Amina.Lindqvist@BiTermTest.com,Active,Employee,1993-10-18,,Customer Care Associate,Customer Service,United States,Anahi.Esposito@BiTermTest.com
73051856,Amina,Meijer,Amina.Meijer@BiTermTest.com,Amina.Meijer@BiTermTest.com,Active,Contractor,2025-05-09,,Customer Care Associate,Customer Service,United States,Tomasz.Ozturk@BiTermTest.com
20426,Amina,Novikov,Amina.Novikov@BiTermTest.com,Amina.Novikov@BiTermTest.com,Active,Employee,2014-09-15,,Controller,Finance,Canada,Parvin.Wisniewski@BiTermTest.com
73023767,Amina,Owusu,Amina.Owusu@BiTermTest.com,Amina.Owusu@BiTermTest.com,Active,Employee,2022-01-10,,Account Support Lead,Customer Service,United States,Tomasz.Ozturk@BiTermTest.com
16966,Amina,Petrov,Amina.Petrov@BiTermTest.com,Amina.Petrov@BiTermTest.com,Active,Employee,2016-01-12,,Account Support Lead,Customer Service,United States,Lorenzo.Kebede@BiTermTest.com
26477,Amina,Petrovic,Amina.Petrovic@BiTermTest.com,Amina.Petrovic@BiTermTest.com,Active,Employee,2014-03-03,,HR Business Partner,Human Resources,United States,Ren.Mazur@BiTermTest.com
73001543,Amina,Polat,Amina.Polat@BiTermTest.com,Amina.Polat@BiTermTest.com,Active,Employee,2020-02-24,,Systems Engineer,IT,United States,Mahmoud.Nakamura@BiTermTest.com
42488,Amina,Seo,Amina.Seo@BiTermTest.com,Amina.Seo@BiTermTest.com,Active,Employee,2019-11-11,,Physical Security Officer,Security,United States,Ilya.Wozniak@BiTermTest.com
73010418,Anahi,Agarwal,Anahi.Agarwal@BiTermTest.com,Anahi.Agarwal@BiTermTest.com,Active,Employee,2020-12-28,,Systems Engineer,IT,United States,Xiu.Carvalho@BiTermTest.com
11221,Anahi,Chukwu,Anahi.Chukwu@BiTermTest.com,Anahi.Chukwu@BiTermTest.com,Active,Employee,2011-07-25,,Site Coordinator,Operations,United States,Soren.Banerjee@BiTermTest.com
73046948,Anahi,Conti,Anahi.Conti@BiTermTest.com,Anahi.Conti@BiTermTest.com,Active,Employee,2024-10-07,,Operations Analyst,Operations,United States,Priya.Ribeiro@BiTermTest.com
10007125,Anahi,Desta,Anahi.Desta@BiTermTest.com,Anahi.Desta@BiTermTest.com,Active,Employee,2018-11-19,,Physical Security Officer,Security,United States,Chidi.Chopra@BiTermTest.com
37594,Anahi,Devries,Anahi.Devries@BiTermTest.com,Anahi.Devries@BiTermTest.com,Active,Employee,2018-10-29,,Physical Security Officer,Security,United States,Anouk.Desta@BiTermTest.com
24480,Anahi,Esposito,Anahi.Esposito@BiTermTest.com,Anahi.Esposito@BiTermTest.com,Active,Employee,2012-02-27,,Customer Care Associate,Customer Service,United States,Qasim.Engstrom@BiTermTest.com
27487,Anahi,Greco,Anahi.Greco@BiTermTest.com,Anahi.Greco@BiTermTest.com,Active,Employee,2005-08-11,,HR Business Partner,Human Resources,Canada,Mahmoud.Tesfaye@BiTermTest.com
22025,Anahi,Gupta,Anahi.Gupta@BiTermTest.com,Anahi.Gupta@BiTermTest.com,Active,Employee,2008-06-02,,Operations Supervisor,Operations,Canada,Valentina.Kebede@BiTermTest.com
22883,Anahi,Kobayashi,Anahi.Kobayashi@BiTermTest.com,Anahi.Kobayashi@BiTermTest.com,Active,Employee,2007-10-15,,Fleet Planner,Fleet,United States,Yusuf.Kaminski@BiTermTest.com
20349,Anahi,Lindqvist,Anahi.Lindqvist@BiTermTest.com,Anahi.Lindqvist@BiTermTest.com,Active,Employee,2016-02-29,,Customer Security Representative II CDL,Customer Service,United States,Rafael.Kuroda@BiTermTest.com
25291,Anahi,Vandenberg,Anahi.Vandenberg@BiTermTest.com,Anahi.Vandenberg@BiTermTest.com,Terminated,Employee,2013-11-04,2026-03-13,Sales Operations Analyst,Sales,United States,Tariq.Borg@BiTermTest.com
73044787,Anahi,Vosberg,Anahi.Vosberg@BiTermTest.com,Anahi.Vosberg@BiTermTest.com,Active,Employee,2024-05-22,2026-05-22,Security Analyst,Security,Canada,Ilya.Wozniak@BiTermTest.com
22589,Anahi,Zammit,Anahi.Zammit@BiTermTest.com,Anahi.Zammit@BiTermTest.com,Active,Employee,2008-07-28,,GRC Analyst,Security,Canada,Amaia.Yilmaz@BiTermTest.com
73024968,Andres,Afolabi,Andres.Afolabi@BiTermTest.com,Andres.Afolabi@BiTermTest.com,Active,Employee,2022-01-31,,Platform Administrator,IT,United States,Hana.Borg@BiTermTest.com
19974,Andres,Fujimoto,Andres.Fujimoto@BiTermTest.com,Andres.Fujimoto@BiTermTest.com,Active,Employee,2001-02-06,,Benefits Analyst,Human Resources,United States,Iker.Lewandowski@BiTermTest.com
23644,Andres,Greco,Andres.Greco@BiTermTest.com,Andres.Greco@BiTermTest.com,Active,Employee,2009-05-18,,Systems Engineer,IT,United States,Sakura.Vuong@BiTermTest.com
25602,Andres,Gupta,Andres.Gupta@BiTermTest.com,Andres.Gupta@BiTermTest.com,Active,Employee,2009-01-26,,Financial Analyst,Finance,United States,Sanne.Desta@BiTermTest.com
28298,Andres,Horvat,Andres.Horvat@BiTermTest.com,Andres.Horvat@BiTermTest.com,Active,Employee,2021-11-01,,Fleet Maintenance Technician,Fleet,United States,Willem.Kuroda@BiTermTest.com
42333,Andres,Kovac,Andres.Kovac@BiTermTest.com,Andres.Kovac@BiTermTest.com,Active,Employee,2019-11-04,,Sales Operations Analyst,Sales,Canada,Piotr.Malhotra@BiTermTest.com
20164,Andres,Mulder,Andres.Mulder@BiTermTest.com,Andres.Mulder@BiTermTest.com,Active,Employee,1996-06-01,,GRC Analyst,Security,United States,Ines.Kulkarni@BiTermTest.com
24239,Andres,Ozturk,Andres.Ozturk@BiTermTest.com,Andres.Ozturk@BiTermTest.com,Terminated,Employee,2012-06-25,2026-03-23,Platform Administrator,IT,United States,Hana.Borg@BiTermTest.com
24478,Andres,Sakamoto,Andres.Sakamoto@BiTermTest.com,Andres.Sakamoto@BiTermTest.com,Active,Employee,2012-02-27,,Controller,Finance,United States,Cuauhtemoc.Zielinski@BiTermTest.com
73034880,Andres,Volkov,Andres.Volkov@BiTermTest.com,Andres.Volkov@BiTermTest.com,Active,Employee,2023-03-20,,Benefits Analyst,Human Resources,United States,Ren.Mazur@BiTermTest.com
10007616,Andres,Vuong,Andres.Vuong@BiTermTest.com,Andres.Vuong@BiTermTest.com,Active,Employee,2019-11-18,,Financial Analyst,Finance,United States,Astrid.Micallef@BiTermTest.com
27373,Andres,Wisniewski,Andres.Wisniewski@BiTermTest.com,Andres.Wisniewski@BiTermTest.com,Active,Employee,1994-12-20,,Physical Security Officer,Security,United States,Ines.Kulkarni@BiTermTest.com
14564,Anika,Desai,Anika.Desai@BiTermTest.com,Anika.Desai@BiTermTest.com,Active,Employee,2015-01-01,,Account Executive,Sales,United States,Jing.Owusu@BiTermTest.com
73032556,Anika,Ishikawa,Anika.Ishikawa@BiTermTest.com,Anika.Ishikawa@BiTermTest.com,Active,Employee,2022-12-19,2035-12-31,Fleet Planner,Fleet,United States,Tariq.Zammit@BiTermTest.com
21722,Anika,Kocak,Anika.Kocak@BiTermTest.com,Anika.Kocak@BiTermTest.com,Active,Employee,2011-09-19,,Operations Supervisor,Operations,United States,Vandana.Forsberg@BiTermTest.com
40070,Anika,Marino,Anika.Marino@BiTermTest.com,Anika.Marino@BiTermTest.com,Active,Employee,2019-05-06,,Fleet Maintenance Technician,Fleet,United States,Sanne.Iyer@BiTermTest.com
24297,Anika,Mehta,Anika.Mehta@BiTermTest.com,Anika.Mehta@BiTermTest.com,Active,Employee,2013-07-29,,Platform Administrator,IT,United States,Renata.Mukherjee@BiTermTest.com
21473,Anika,Micallef,Anika.Micallef@BiTermTest.com,Anika.Micallef@BiTermTest.com,Active,Employee,2011-07-05,,Site Coordinator,Operations,United States,Dalia.Kozlowski@BiTermTest.com
32390,Anika,Nakamura,Anika.Nakamura@BiTermTest.com,Anika.Nakamura@BiTermTest.com,Terminated,Employee,2017-07-24,2026-03-23,Platform Administrator,IT,United States,Emre.Kobayashi@BiTermTest.com
19169,Anika,Yilmaz,Anika.Yilmaz@BiTermTest.com,Anika.Yilmaz@BiTermTest.com,Active,Employee,2016-02-29,,Controller,Finance,United States,Parvin.Wisniewski@BiTermTest.com
27649,Anouk,Adeyemi,Anouk.Adeyemi@BiTermTest.com,Anouk.Adeyemi@BiTermTest.com,Active,Employee,2004-09-27,,Account Executive,Sales,United States,Volkan.Kocak@BiTermTest.com
73046418,Anouk,Almeida,Anouk.Almeida@BiTermTest.com,Anouk.Almeida@BiTermTest.com,Unpaid Leave,Employee,2024-09-09,,GRC Analyst,Security,United States,Amaia.Yilmaz@BiTermTest.com
37939,Anouk,Azevedo,Anouk.Azevedo@BiTermTest.com,Anouk.Azevedo@BiTermTest.com,Active,Contractor,2018-11-26,,Site Coordinator,Operations,United States,Hamid.Krawczyk@BiTermTest.com
73038997,Anouk,Celik,Anouk.Celik@BiTermTest.com,Anouk.Celik@BiTermTest.com,Active,Employee,2023-08-14,,Financial Analyst,Finance,United States,Parvin.Wisniewski@BiTermTest.com
39447,Anouk,Desta,Anouk.Desta@BiTermTest.com,Anouk.Desta@BiTermTest.com,Active,Employee,2019-04-01,,Physical Security Officer,Security,United States,Zainab.Holmgren@BiTermTest.com
10003600,Anouk,Devries,Anouk.Devries@BiTermTest.com,Anouk.Devries@BiTermTest.com,Active,Employee,2001-07-03,,GRC Analyst,Security,Canada,Lan.Vosberg@BiTermTest.com
19994,Anouk,Ferrari,Anouk.Ferrari@BiTermTest.com,Anouk.Ferrari@BiTermTest.com,Active,Employee,2000-04-03,,Operations Analyst,Operations,United States,Jovana.Baraka@BiTermTest.com
42333,Anouk,Ishikawa,Anouk.Ishikawa@BiTermTest.com,Anouk.Ishikawa@BiTermTest.com,Active,Employee,2019-11-04,,Systems Engineer,IT,United States,Sigrid.Ndiaye@BiTermTest.com
73045541,Anouk,Mazur,Anouk.Mazur@BiTermTest.com,Anouk.Mazur@BiTermTest.com,Active,Contractor,2024-07-08,,Accounts Payable Clerk,Finance,United States,Gorka.Desta@BiTermTest.com
73007628,Anouk,Ozturk,Anouk.Ozturk@BiTermTest.com,Anouk.Ozturk@BiTermTest.com,Active,Contractor,2020-09-08,,Financial Analyst,Finance,United States,Gorka.Desta@BiTermTest.com
73027897,Anouk,Petrov,Anouk.Petrov@BiTermTest.com,Anouk.Petrov@BiTermTest.com,Active,Employee,2022-07-05,,Recruiter,Human Resources,United States,Cuauhtemoc.Kapoor@BiTermTest.com
21944,Anouk,Sokolov,Anouk.Sokolov@BiTermTest.com,Anouk.Sokolov@BiTermTest.com,Active,Employee,2012-06-11,,Systems Engineer,IT,United States,Daan.Uchida@BiTermTest.com
13510,Anouk,Takahashi,Anouk.Takahashi@BiTermTest.com,Anouk.Takahashi@BiTermTest.com,Active,Employee,2015-01-01,,Physical Security Officer,Security,United States,Jisoo.Menon@BiTermTest.com
73026941,Anouk,Titov,Anouk.Titov@BiTermTest.com,Anouk.Titov@BiTermTest.com,Active,Contractor,2022-04-11,,Security Analyst,Security,United States,Marisol.Asante@BiTermTest.com
26475,Anouk,Visser,Anouk.Visser@BiTermTest.com,Anouk.Visser@BiTermTest.com,Active,Employee,2014-03-03,,Fleet Planner,Fleet,United States,Willem.Kuroda@BiTermTest.com
8897,Anwar,Attard,Anwar.Attard@BiTermTest.com,Anwar.Attard@BiTermTest.com,Active,Employee,2007-08-30,,Platform Administrator,IT,United States,Diego.Azevedo@BiTermTest.com
21901,Anwar,Axelsson,Anwar.Axelsson@BiTermTest.com,Anwar.Axelsson@BiTermTest.com,Active,Employee,2009-05-19,,Regional Sales Manager,Sales,United States,Elif.Jankowski@BiTermTest.com
27968,Anwar,Bui,Anwar.Bui@BiTermTest.com,Anwar.Bui@BiTermTest.com,Active,Employee,2015-10-05,,Account Support Lead,Customer Service,United States,Jovana.Mifsud@BiTermTest.com
